"structure_number","year0","year1","deck0","deck1"
"16534 001C30322",1995,1996,"7","7"
"16535 001C30309",1995,1996,"7","7"
"06498 123 00027",1995,1996,"7","7"
"02176A002 03512",1995,1996,"7","7"
"02176 002 03512",1995,1996,"7","7"
"16188 064 02525",1995,1996,"7","7"
"06767 026 00099",1995,1996,"7","7"
"06767A026 00098",1995,1996,"7","7"
"08328 001 30038",1995,1996,"7","7"
"02019 125 00185",1995,1996,"6","6"
"07088A002 01213",1995,1996,"7","7"
"07089A002 01303",1995,1996,"7","7"
"07108A125 02193",1995,1996,"7","7"
"16553 002C00280",1995,1996,"7","7"
"05054 026 00077",1995,1996,"7","7"
"08692 002 03712",1995,1996,"8","8"
"04518 01WX00484",1995,1996,"7","7"
"07333 001 30838",1995,1996,"7","7"
"05194R026 00002",1992,1993,"7","7"
"02237A01E 00262",1995,1996,"6","6"
"S8588E001 30170",1995,1996,"8","8"
"S8958A001 30299",1995,1996,"7","7"
"02193B002 03783",1995,1996,"7","7"
"07498A002 01339",1995,1996,"8","8"
"08782A001 30265",1995,1996,"7","7"
"08470 002C02211",1995,1996,"8","8"
"08470R002C02210",1995,1996,"8","8"
"02194A002 03898",1995,1996,"6","6"
"01740 02W 01319",1995,1996,"8","8"
"09153 01W 00129",1995,1996,"7","7"
"09153R026 00002",1995,1996,"7","7"
"07758C01W 00740",1995,1996,"7","7"
"08573 001 30253",1995,1996,"7","7"
"08574 001 30243",1995,1996,"7","7"
"08575 001 30229",1995,1996,"7","7"
"08575Q001 30233",1995,1996,"7","7"
"13528A064C01963",1995,1996,"8","8"
"13531 064 01912",1995,1996,"7","7"
"13533 064 01862",1995,1996,"7","7"
"08591B001C30046",1995,1996,"7","7"
"08591C001 30010",1995,1996,"7","7"
"08591D001 30012",1995,1996,"7","7"
"08591E061 00053",1995,1996,"7","7"
"09249 061C00113",1995,1996,"7","7"
"09249T061 00197",1995,1996,"7","7"
"09250 061 00192",1995,1996,"7","7"
"09251 061C00189",1995,1996,"7","7"
"01994 068 00224",1995,1996,"7","7"
"09252 061 00177",1995,1996,"6","6"
"09253 061 00172",1995,1996,"6","6"
"08882 001 30592",1995,1996,"7","7"
"08883 001 30622",1995,1996,"7","7"
"06895 01W 00167",1995,1996,"6","6"
"06895R026 00002",1995,1996,"7","7"
"06896 01W 00161",1995,1996,"6","6"
"06924 002 04027",1995,1996,"8","8"
"08193 061C00052",1995,1996,"7","7"
"08194 003 00009",1995,1996,"6","7"
"08194R003 00010",1995,1996,"7","7"
"06686C01WX00550",1995,1996,"7","7"
"08195 001 29923",1995,1996,"7","7"
"08196 001 29883",1995,1996,"7","7"
"08575R001 30235",1995,1996,"7","7"
"08583 001 30199",1995,1996,"7","7"
"08588A002 00024",1995,1996,"7","7"
"08198 001 29755",1995,1996,"7","7"
"08201 001 29646",1995,1996,"7","7"
"08202 001 29634",1995,1996,"8","7"
"08203B001 29604",1995,1996,"7","6"
"08205 01W 00622",1995,1996,"7","6"
"08588B002 00002",1995,1996,"7","7"
"08588C002 00020",1995,1996,"6","7"
"08588D001 30150",1995,1996,"7","7"
"08205R01WC00621",1995,1996,"7","6"
"01984 01W 00350",1995,1996,"7","7"
"08591F061 00048",1995,1996,"7","7"
"04516A001 30793",1995,1996,"6","6"
"04517 01WX00511",1995,1996,"6","6"
"09382 002 04131",1995,1996,"7","7"
"01726 120 00038",1995,1996,"7","7"
"06945 002 01782",1995,1996,"8","8"
"06945A002 01782",1995,1996,"8","8"
"16302 064 01982",1995,1996,"N","N"
"07981A002 00182",1995,1996,"7","7"
"17082 01EC00450",1995,1996,"8","8"
"08589A001 30150",1995,1996,"7","7"
"08589B001 30150",1995,1996,"7","7"
"08589C001 30150",1995,1996,"6","6"
"09155 061 00088",1995,1996,"7","7"
"09156 061C00060",1995,1996,"6","6"
"09157 061C00100",1995,1996,"6","6"
"09159 061C00078",1995,1996,"7","7"
"01377A001 30838",1995,1996,"6","6"
"01377C01EX00441",1995,1996,"7","7"
"09254A061C00209",1995,1996,"N","N"
"09254B061 00165",1995,1996,"N","N"
"09254C047 07397",1995,1996,"6","6"
"09254D047 07394",1995,1996,"6","6"
"09254E061C00157",1995,1996,"7","7"
"02565 002 02433",1995,1996,"N","N"
"07031A068 00225",1995,1996,"8","8"
"07032A002 00355",1995,1996,"N","N"
"16926 01E 00440",1995,1996,"8","8"
"09154 061 00071",1995,1996,"7","7"
"06671 002 02809",1995,1996,"6","6"
"06671A002 02809",1995,1996,"8","8"
"06683A01WX00031",1995,1996,"8","8"
"09268S061 00284",1995,1996,"7","7"
"09268W061 00284",1995,1996,"7","7"
"09276 061 00245",1995,1996,"8","7"
"13507 064 02475",1995,1996,"7","7"
"13507A064 02475",1995,1996,"7","7"
"13507B064C02479",1995,1996,"7","7"
"09277 061 00235",1995,1996,"8","8"
"09278 061 00225",1995,1996,"8","7"
"09279 061 00233",1995,1996,"N","N"
"09280 061 00233",1995,1996,"8","8"
"09281 061 00220",1995,1996,"7","7"
"09282 061 00214",1995,1996,"7","7"
"09282A061 00212",1995,1996,"7","7"
"09283 061 00207",1995,1996,"7","8"
"09254F061C00152",1995,1996,"8","6"
"09254G061C00114",1995,1996,"8","6"
"09254H061C00118",1995,1996,"N","N"
"16510 02W 00174",1995,1996,"7","7"
"09059 123 01243",1995,1996,"7","7"
"04518 01WX00484",1996,1997,"7","7"
"04527 125 01376",1996,1997,"7","7"
"04528 125 01498",1996,1997,"7","7"
"04534 125 01972",1996,1997,"8","8"
"16055 064 02434",1996,1997,"7","7"
"16055A064 02433",1996,1997,"7","7"
"02163A002 00673",1996,1997,"6","7"
"09280 061 00233",1996,1997,"8","8"
"09281 061 00220",1996,1997,"7","7"
"09282 061 00214",1996,1997,"7","7"
"09282A061 00212",1996,1997,"7","7"
"09283 061 00207",1996,1997,"8","8"
"09284 061 00202",1996,1997,"8","8"
"02682 002 03360",1996,1997,"N","N"
"01983 01W 00325",1995,1996,"6","7"
"13514D002C00664",1995,1996,"N","N"
"13514E002C00676",1995,1996,"7","7"
"13514F002 00694",1995,1996,"8","8"
"02176 002 03512",1996,1997,"7","7"
"02176A002 03512",1996,1997,"7","7"
"04516A001 30793",1996,1997,"6","6"
"04517 01WX00511",1996,1997,"6","6"
"07758C01W 00740",1996,1997,"7","7"
"01185A003 00400",1996,1997,"7","7"
"06497 123 00091",1996,1997,"6","5"
"07031A068 00225",1996,1997,"8","8"
"09268E02W 00146",1996,1997,"7","7"
"09268N061 00284",1996,1997,"8","8"
"09268S061 00284",1996,1997,"7","7"
"09268W061 00284",1996,1997,"7","7"
"09276 061 00245",1996,1997,"7","7"
"09277 061 00235",1996,1997,"8","8"
"09278 061 00225",1996,1997,"7","7"
"09279 061 00233",1996,1997,"N","N"
"09002 001 30443",1996,1997,"7","7"
"09007 001 30418",1996,1997,"8","8"
"09011 001 30398",1996,1997,"8","8"
"09012 001 30388",1996,1997,"8","7"
"09015A001 30686",1996,1997,"N","N"
"07999 068 00226",1996,1997,"7","7"
"07999C068 00243",1996,1997,"8","8"
"16358 001C30298",1996,1997,"7","7"
"08590C001 30069",1996,1997,"8","8"
"08590D001 30068",1996,1997,"8","8"
"08590Y001C30068",1996,1997,"7","7"
"08591A061C00109",1996,1997,"7","7"
"08591B001C30046",1996,1997,"7","7"
"09377 002 04196",1996,1997,"7","7"
"09382 002 04131",1996,1997,"7","7"
"09392 047 07370",1996,1997,"N","N"
"00823 125 01601",1996,1997,"6","6"
"07981A002 00182",1996,1997,"7","7"
"02008A01E 00443",1996,1997,"8","8"
"02010 01W 00486",1996,1997,"7","7"
"02014A02W 01123",1996,1997,"N","N"
"04543 125 02221",1996,1997,"6","6"
"04566B068 00710",1996,1997,"8","8"
"07108A125 02193",1996,1997,"7","7"
"02193B002 03783",1996,1997,"7","7"
"02194A002 03898",1996,1997,"6","6"
"01994 068 00224",1996,1997,"7","7"
"05195A01W 00193",1992,1993,"7","7"
"05195B01W 00198",1992,1993,"N","N"
"07088A002 01213",1996,1997,"7","7"
"07089A002 01303",1996,1997,"7","7"
"13507 064 02475",1996,1997,"7","7"
"13507A064 02475",1996,1997,"7","7"
"13507B064C02479",1996,1997,"7","7"
"07036 002C00132",1996,1997,"7","7"
"07040 01EX00020",1996,1997,"8","8"
"07043A002 01008",1996,1997,"7","7"
"07044A002 01143",1996,1997,"7","7"
"13523 064 02057",1996,1997,"8","8"
"02019 125 00185",1996,1997,"6","6"
"07297 01EX00487",1996,1997,"7","7"
"02062A002 04014",1996,1997,"7","7"
"02062B002 04014",1996,1997,"8","8"
"02063 002 04155",1996,1997,"7","7"
"02063A002C04157",1996,1997,"7","7"
"07298 01EX00446",1996,1997,"7","7"
"13516 002 00582",1996,1997,"7","7"
"13516A064 02159",1996,1997,"7","7"
"13516C064C02151",1996,1997,"8","8"
"13514B002C00672",1996,1997,"7","7"
"13514C064 02271",1996,1997,"N","N"
"13514D002C00664",1996,1997,"N","N"
"13514E002C00676",1996,1997,"7","7"
"13514F002 00694",1996,1997,"8","8"
"13516D064C02159",1996,1997,"8","8"
"13516F064C02138",1996,1997,"8","8"
"13516G064C02119",1996,1997,"7","7"
"13520 064 02112",1996,1997,"8","8"
"13521 064 02087",1996,1997,"7","7"
"13514H002 00660",1996,1997,"N","N"
"13514I064 02224",1996,1997,"N","N"
"13514L002 00683",1996,1997,"8","8"
"13522 064 02062",1996,1997,"8","8"
"17176 001C29721",1996,1997,"8","8"
"16526 001 30759",1996,1997,"7","7"
"16534 001C30322",1996,1997,"7","7"
"16535 001C30309",1996,1997,"7","7"
"07333 001 30838",1996,1997,"7","7"
"08782A001 30265",1996,1997,"7","7"
"09268B02W 00117",1996,1997,"7","7"
"02237A01E 00262",1996,1997,"6","6"
"R2163A002 00659",1996,1997,"7","7"
"R7025B002C00202",1996,1997,"7","7"
"R7026A059 00182",1996,1997,"7","7"
"R7040A01EX00022",1996,1997,"7","7"
"08692 002 03712",1996,1997,"8","8"
"01983 01W 00325",1996,1997,"7","7"
"01984 01W 00350",1996,1997,"7","7"
"01740 02W 01319",1996,1997,"8","8"
"05194 01W 00141",1996,1997,"7","7"
"05194R026 00002",1996,1997,"7","7"
"05195A01W 00193",1996,1997,"7","7"
"06895 01W 00167",1996,1997,"6","6"
"16926 01E 00440",1996,1997,"8","8"
"08591C001 30010",1996,1997,"7","7"
"08591D001 30012",1996,1997,"7","7"
"08591E061 00053",1996,1997,"7","7"
"08591F061 00048",1996,1997,"7","7"
"00840 125 01950",1996,1997,"6","6"
"00841 125 02003",1996,1997,"6","6"
"13528 064 01962",1996,1997,"7","7"
"13528A064C01963",1996,1997,"8","8"
"13531 064 01912",1996,1997,"7","7"
"13533 064 01862",1996,1997,"7","7"
"13537 064 01811",1996,1997,"7","7"
"13538 064 01780",1996,1997,"8","8"
"13538A064 01780",1996,1997,"6","6"
"06895R026 00002",1996,1997,"7","7"
"07400A01EX00575",1996,1997,"8","8"
"08958 061 00358",1996,1997,"7","7"
"08958B061 00372",1996,1997,"7","7"
"08958D061 00352",1996,1997,"8","8"
"08958E001C30306",1996,1997,"7","7"
"02097 01E 00159",1996,1997,"8","8"
"08392D001C29709",1996,1997,"8","8"
"17368 047C07219",1996,1997,"8","8"
"R8588E001 30150",1996,1997,"7","7"
"S8588E001 30170",1996,1997,"8","8"
"S8958A001 30299",1996,1997,"7","7"
"16302 064 01982",1996,1997,"N","N"
"09254B061 00165",1996,1997,"N","N"
"09254C047 07397",1996,1997,"6","6"
"09254D047 07394",1996,1997,"6","6"
"09254E061C00157",1996,1997,"7","7"
"09254F061C00152",1996,1997,"6","6"
"09254G061C00114",1996,1997,"6","6"
"09254H061C00118",1996,1997,"N","N"
"09268 061 00310",1996,1997,"7","7"
"09268A02W 00121",1996,1997,"7","7"
"02565 002 02433",1996,1997,"N","N"
"02529 061 00332",1996,1997,"7","7"
"08193 061C00052",1996,1997,"7","7"
"08194 003 00009",1996,1997,"7","7"
"08194R003 00010",1996,1997,"7","7"
"08195 001 29923",1996,1997,"7","7"
"08196 001 29883",1996,1997,"7","7"
"08437 001 29655",1996,1997,"7","7"
"N8958A001 30299",1996,1997,"7","7"
"09666 123 01115",1996,1997,"8","8"
"N8588E001 30170",1996,1997,"7","7"
"08958F061 00352",1996,1997,"7","7"
"05054 026 00077",1996,1997,"7","7"
"16188 064 02525",1996,1997,"7","7"
"06767 026 00099",1996,1997,"7","7"
"06767A026 00098",1996,1997,"7","7"
"05195B01W 00198",1996,1997,"N","N"
"09667 064 02327",1996,1997,"8","8"
"08588B002 00002",1996,1997,"7","7"
"08588C002 00020",1996,1997,"7","7"
"08588D001 30150",1996,1997,"7","7"
"08589A001 30150",1996,1997,"7","7"
"08589B001 30150",1996,1997,"7","7"
"08589C001 30150",1996,1997,"6","6"
"08589D001 30150",1996,1997,"7","7"
"08573 001 30253",1996,1997,"7","7"
"08574 001 30243",1996,1997,"7","7"
"07032A002 00355",1996,1997,"N","N"
"08575 001 30229",1996,1997,"7","7"
"08575Q001 30233",1996,1997,"7","7"
"08575R001 30235",1996,1997,"7","7"
"08583 001 30199",1996,1997,"7","7"
"08588A002 00024",1996,1997,"7","7"
"08401B068C00037",1996,1997,"7","7"
"08402 123 01041",1996,1997,"8","8"
"02733B01WX00052",1996,1997,"7","7"
"02733C01WX00014",1996,1997,"7","7"
"06896 01W 00161",1996,1997,"6","6"
"06924 002 04027",1996,1997,"8","8"
"06945 002 01782",1996,1997,"8","8"
"06945A002 01782",1996,1997,"8","8"
"08198 001 29755",1996,1997,"7","7"
"08199A001C29712",1996,1997,"8","8"
"13540 064 01743",1996,1997,"7","7"
"13540A064 01743",1996,1997,"8","8"
"H8588A002 00002",1996,1997,"7","7"
"13541 064 01722",1996,1997,"8","8"
"13541A064 01722",1996,1997,"8","8"
"09249 061C00113",1996,1997,"7","7"
"06498 123 00027",1996,1997,"7","7"
"09249T061 00197",1996,1997,"7","7"
"09250 061 00192",1996,1997,"7","7"
"08958G061 00352",1996,1997,"7","7"
"08201 001 29646",1996,1997,"7","7"
"08202 001 29634",1996,1997,"7","7"
"09251 061C00189",1996,1997,"7","7"
"09059 123 01243",1996,1997,"7","7"
"08958H061 00388",1996,1997,"7","7"
"09252 061 00177",1996,1997,"6","6"
"05290 01EX00386",1996,1997,"6","6"
"02641A02W 01077",1996,1997,"8","8"
"01377A001 30838",1996,1997,"6","6"
"08958I061 00388",1996,1997,"7","7"
"16510 02W 00174",1996,1997,"7","7"
"06671 002 02809",1996,1997,"6","6"
"06671A002 02809",1996,1997,"8","8"
"06683A01WX00031",1996,1997,"8","8"
"09711A064 01680",1996,1997,"8","8"
"08322 01W 00526",1996,1997,"7","7"
"08328 001 30038",1996,1997,"7","7"
"17064 001C29705",1996,1997,"8","8"
"17082 01EC00450",1996,1997,"8","8"
"08882 001 30592",1996,1997,"7","7"
"08883 001 30622",1996,1997,"7","7"
"16506 001C30686",1996,1997,"7","7"
"16509 02W 00184",1996,1997,"7","7"
"16553 002C00280",1996,1997,"7","7"
"08203B001 29604",1996,1997,"6","6"
"09159 061C00078",1996,1997,"7","7"
"09160 061 00109",1996,1997,"7","7"
"09161 061 00118",1996,1997,"8","8"
"08205 01W 00622",1996,1997,"6","6"
"08205R01WC00621",1996,1997,"6","6"
"07498A002 01339",1996,1997,"8","8"
"01726 120 00038",1996,1997,"7","7"
"06686C01WX00550",1996,1997,"7","7"
"01377C01EX00441",1996,1997,"7","7"
"09157 061C00100",1997,1998,"6","6"
"09158 061C00102",1997,1998,"7","7"
"09159 061C00078",1997,1998,"7","7"
"09160 061 00109",1997,1998,"7","7"
"09161 061 00118",1997,1998,"8","8"
"13527 064 02005",1996,1997,"8","8"
"09711 064 01680",1996,1997,"8","8"
"09153 01W 00129",1996,1997,"7","7"
"08995C01EX00592",1996,1997,"6","6"
"08996 123 00533",1996,1997,"8","8"
"08997 001 30493",1996,1997,"8","8"
"09000 001 30468",1996,1997,"8","8"
"09153R026 00002",1996,1997,"7","7"
"09154 061 00071",1996,1997,"7","7"
"09155 061 00088",1996,1997,"7","7"
"09156 061C00060",1996,1997,"6","6"
"09157 061C00100",1996,1997,"6","6"
"17107 001C30731",1996,1997,"8","8"
"17108 001C30734",1996,1997,"8","8"
"08037 002C02503",1996,1997,"8","8"
"08392C001C29717",1996,1997,"8","8"
"02350A01EX00020",1996,1997,"8","8"
"09253 061 00172",1996,1997,"6","6"
"09254A061C00209",1996,1997,"N","N"
"09316A001 30670",1996,1997,"7","7"
"09555 064 02632",1996,1997,"7","7"
"17124 000000000",1996,1997,"8","8"
"08470 002C02211",1996,1997,"8","8"
"08470R002C02210",1996,1997,"8","8"
"05290 01EX00386",1997,1998,"6","6"
"02733B01WX00052",1997,1998,"7","7"
"02733C01WX00014",1997,1998,"7","7"
"08782A001 30265",1997,1998,"7","7"
"06767 026 00099",1997,1998,"7","7"
"R7025B002C00202",1997,1998,"7","7"
"R7026A059 00182",1997,1998,"7","7"
"R7040A01EX00022",1997,1998,"7","7"
"R8588E001 30150",1997,1998,"7","7"
"S8588E001 30170",1997,1998,"8","8"
"S8958A001 30299",1997,1998,"7","7"
"N8588E001 30170",1997,1998,"7","7"
"N8958A001 30299",1997,1998,"7","7"
"R2163A002 00659",1997,1998,"7","7"
"09382 002 04131",1997,1998,"7","7"
"09391 047 07341",1997,1998,"N","N"
"09392 047 07370",1997,1998,"N","N"
"08996 123 00533",1997,1998,"8","8"
"08997 001 30493",1997,1998,"8","8"
"09000 001 30468",1997,1998,"8","8"
"09002 001 30443",1997,1998,"7","7"
"09007 001 30418",1997,1998,"8","8"
"08995C01EX00592",1997,1998,"6","6"
"08037 002C02503",1997,1998,"8","8"
"17176 001C29721",1997,1998,"8","8"
"17208 002 01443",1997,1998,"8","8"
"17212 002 01405",1997,1998,"8","8"
"17213 002 01522",1997,1998,"8","8"
"16926 01E 00440",1997,1998,"8","8"
"09011 001 30398",1997,1998,"8","8"
"09012 001 30388",1997,1998,"7","7"
"09015A001 30686",1997,1998,"N","N"
"08322 01W 00526",1997,1998,"7","7"
"08328 001 30038",1997,1998,"7","7"
"08194R003 00010",1997,1998,"7","7"
"08195 001 29923",1997,1998,"7","7"
"08196 001 29883",1997,1998,"7","7"
"04516A001 30793",1997,1998,"6","6"
"04517 01WX00511",1997,1998,"6","6"
"04518 01WX00484",1997,1998,"7","7"
"08198 001 29755",1997,1998,"7","7"
"08199A001C29712",1997,1998,"8","8"
"08201 001 29646",1997,1998,"7","7"
"08202 001 29634",1997,1998,"7","7"
"04527 125 01376",1997,1998,"7","7"
"04528 125 01498",1997,1998,"7","7"
"04534 125 01972",1997,1998,"8","8"
"08203B001 29604",1997,1998,"6","6"
"08205 01W 00622",1997,1998,"6","6"
"08205R01WC00621",1997,1998,"6","6"
"13516 002 00582",1997,1998,"7","7"
"13516A064 02159",1997,1998,"7","7"
"13516C064C02151",1997,1998,"8","8"
"09153 01W 00129",1997,1998,"7","7"
"09153R026 00002",1997,1998,"7","7"
"09154 061 00071",1997,1998,"7","7"
"09059 123 01243",1997,1998,"7","7"
"02062A002 04014",1997,1998,"7","7"
"02062B002 04014",1997,1998,"8","8"
"02063 002 04155",1997,1998,"7","7"
"02063A002C04157",1997,1998,"7","7"
"17124 000000000",1997,1998,"8","8"
"09254H061C00118",1997,1998,"N","N"
"09255 061 00139",1997,1998,"7","7"
"13528A064C01963",1997,1998,"8","8"
"13531 064 01912",1997,1998,"7","7"
"13533 064 01862",1997,1998,"7","7"
"13537 064 01811",1997,1998,"7","7"
"13538 064 01780",1997,1998,"8","8"
"13538A064 01780",1997,1998,"6","6"
"08590D001 30068",1997,1998,"8","8"
"08590Y001C30068",1997,1998,"7","7"
"08591A061C00109",1997,1998,"7","7"
"02641A02W 01077",1997,1998,"8","8"
"08591B001C30046",1997,1998,"7","7"
"08591C001 30010",1997,1998,"7","7"
"08591D001 30012",1997,1998,"7","7"
"08591E061 00053",1997,1998,"7","7"
"08591F061 00048",1997,1998,"7","7"
"06895 01W 00167",1997,1998,"6","6"
"06895R026 00002",1997,1998,"7","7"
"06896 01W 00161",1997,1998,"6","6"
"05194 01W 00141",1997,1998,"7","7"
"05194R026 00002",1997,1998,"7","7"
"05195A01W 00193",1997,1998,"7","7"
"05195B01W 00198",1997,1998,"N","N"
"13516F064C02138",1997,1998,"8","8"
"13516G064C02119",1997,1998,"7","7"
"13520 064 02112",1997,1998,"8","8"
"13521 064 02087",1997,1998,"7","7"
"13522 064 02062",1997,1998,"8","8"
"13523 064 02057",1997,1998,"8","8"
"13527 064 02005",1997,1998,"8","8"
"13528 064 01962",1997,1998,"7","7"
"08958E001C30306",1997,1998,"7","7"
"08958F061 00352",1997,1998,"7","7"
"08958G061 00352",1997,1998,"7","7"
"08958H061 00388",1997,1998,"7","7"
"08958I061 00388",1997,1998,"7","7"
"01185A003 00400",1997,1998,"7","7"
"17064 001C29705",1997,1998,"8","8"
"17082 01EC00450",1997,1998,"8","8"
"17107 001C30731",1997,1998,"8","8"
"17108 001C30734",1997,1998,"8","8"
"06767A026 00098",1997,1998,"7","7"
"09377 002 04196",1997,1998,"7","7"
"13540A064 01743",1997,1998,"8","8"
"H8588A002 00002",1997,1998,"7","7"
"02682 002 03360",1997,1998,"N","N"
"16055 064 02434",1997,1998,"7","7"
"16055A064 02433",1997,1998,"7","7"
"07297 01EX00487",1997,1998,"7","7"
"07298 01EX00446",1997,1998,"7","7"
"02237A01E 00262",1997,1998,"6","6"
"16526 001 30759",1997,1998,"7","7"
"16534 001C30322",1997,1998,"7","7"
"16535 001C30309",1997,1998,"7","7"
"16553 002C00280",1997,1998,"7","7"
"09316A001 30670",1997,1998,"7","7"
"06497 123 00091",1997,1998,"5","5"
"06498 123 00027",1997,1998,"7","7"
"06683A01WX00031",1997,1998,"8","8"
"06686C01WX00550",1997,1998,"7","7"
"08193 061C00052",1997,1998,"7","7"
"08194 003 00009",1997,1998,"7","7"
"08401B068C00037",1997,1998,"7","7"
"08402 123 01041",1997,1998,"8","8"
"02097 01E 00159",1997,1998,"8","8"
"09555 064 02632",1997,1998,"7","7"
"08882 001 30592",1997,1998,"7","7"
"08883 001 30622",1997,1998,"7","7"
"06671 002 02809",1997,1998,"6","6"
"06671A002 02809",1997,1998,"8","8"
"08589A001 30150",1997,1998,"7","7"
"08470 002C02211",1997,1998,"8","8"
"08470R002C02210",1997,1998,"8","7"
"01994 068 00224",1997,1998,"7","7"
"09711 064 01680",1997,1998,"8","8"
"09711A064 01680",1997,1998,"8","8"
"01377A001 30838",1997,1998,"6","6"
"01377C01EX00441",1997,1998,"7","7"
"13507 064 02475",1997,1998,"7","7"
"13507A064 02475",1997,1998,"7","7"
"13507B064C02479",1997,1998,"7","7"
"07040 01EX00020",1997,1998,"8","8"
"13514B002C00672",1997,1998,"7","7"
"13514C064 02271",1997,1998,"N","N"
"13514D002C00664",1997,1998,"N","N"
"13514E002C00676",1997,1998,"7","7"
"13514F002 00694",1997,1998,"8","8"
"13514H002 00660",1997,1998,"N","N"
"13514I064 02224",1997,1998,"N","N"
"13514L002 00683",1997,1998,"8","8"
"06924 002 04027",1997,1998,"8","8"
"08589B001 30150",1997,1998,"7","7"
"08589C001 30150",1997,1998,"6","6"
"08589D001 30150",1997,1998,"7","7"
"08590C001 30069",1997,1998,"8","8"
"17368 047C07219",1997,1998,"8","8"
"09284 061 00202",1997,1998,"8","8"
"16506 001C30686",1997,1998,"7","7"
"16509 02W 00184",1997,1998,"7","7"
"16510 02W 00174",1997,1998,"7","7"
"16511 02WC00170",1997,1998,"7","7"
"06945 002 01782",1997,1998,"8","8"
"06945A002 01782",1997,1998,"8","8"
"07498A002 01339",1997,1998,"8","8"
"13540 064 01743",1997,1998,"7","7"
"16511 02WC00170",1996,1997,"7","7"
"13516D064C02159",1997,1998,"8","8"
"08437 001 29655",1997,1998,"7","7"
"16358 001C30298",1997,1998,"7","7"
"09268 061 00310",1997,1998,"7","7"
"09268A02W 00121",1997,1998,"7","7"
"16188 064 02525",1997,1998,"7","7"
"07981A002 00182",1997,1998,"7","7"
"07758C01W 00740",1997,1998,"7","7"
"09268B02W 00117",1997,1998,"7","7"
"09268E02W 00146",1997,1998,"7","7"
"09268N061 00284",1997,1998,"8","8"
"09268S061 00284",1997,1998,"7","7"
"09268W061 00284",1997,1998,"7","7"
"16302 064 01982",1997,1998,"N","N"
"02193B002 03783",1997,1998,"7","7"
"02194A002 03898",1997,1998,"6","6"
"07333 001 30838",1997,1998,"7","7"
"08573 001 30253",1997,1998,"7","7"
"08574 001 30243",1997,1998,"7","7"
"08575 001 30229",1997,1998,"7","7"
"08575Q001 30233",1997,1998,"7","7"
"08575R001 30235",1997,1998,"7","7"
"08583 001 30199",1997,1998,"7","7"
"08588A002 00024",1997,1998,"7","7"
"01983 01W 00325",1997,1998,"7","7"
"01984 01W 00350",1997,1998,"7","7"
"09276 061 00245",1997,1998,"7","7"
"04543 125 02221",1997,1998,"6","6"
